task_id,task_name,category,priority,task_duration_days,days_until_deadline,percent_complete,expected_percent_complete,num_dependencies,num_dependencies_incomplete,resource_availability_pct,team_workload_score,past_delays_count,progress_gap,risk_score_raw,risk_label
T0225,Documentation task 225,Documentation,High,11,3,63.4,72.7,5,4,78.0,6.5,1,9.300000000000004,0.3284575962387461,Medium
T0226,Presentation task 226,Presentation,Medium,5,16,32.1,0.0,5,3,61.4,6.7,1,-32.1,0.2980539016391078,Medium
T0227,Research task 227,Research,Medium,12,13,38.2,0.0,0,0,76.3,6.3,0,-38.2,0.13265080546311633,Low
T0228,Design task 228,Design,Medium,9,18,91.9,0.0,5,2,66.6,2.8,0,-91.9,0.2259704145503439,Medium
T0229,Testing task 229,Testing,Low,8,4,41.4,50.0,5,1,38.4,5.2,0,8.600000000000001,0.20274298833760324,Medium
T0230,Presentation task 230,Presentation,Low,3,16,66.6,0.0,4,0,70.2,2.8,0,-66.6,0.0,Low
T0231,Design task 231,Design,Medium,7,8,8.2,0.0,1,1,48.0,4.2,1,-8.2,0.2981829675050927,Medium
T0232,Design task 232,Design,Medium,12,2,100.0,83.3,3,1,35.3,10.0,0,-16.700000000000003,0.3001956940190757,Medium
T0233,Development task 233,Development,Low,1,1,70.1,0.0,3,1,72.7,5.2,0,-70.1,0.1210229701207001,Low
T0234,Design task 234,Design,Low,11,10,50.4,9.1,3,2,79.8,2.0,1,-41.3,0.169041047138343,Low
T0235,Design task 235,Design,High,7,5,69.4,28.6,3,1,80.5,5.5,0,-40.800000000000004,0.22327789879658508,Medium
T0236,Research task 236,Research,Low,11,0,19.8,100.0,3,1,81.3,1.6,0,80.2,0.3695873691093651,High
T0237,Documentation task 237,Documentation,Medium,10,7,84.6,30.0,3,2,31.3,2.0,1,-54.599999999999994,0.36651646436403007,High
T0238,Documentation task 238,Documentation,Medium,7,13,46.9,0.0,4,2,42.8,2.4,2,-46.9,0.19323925360650024,Low
T0239,Research task 239,Research,Medium,5,5,49.9,0.0,3,2,100.0,3.9,0,-49.9,0.1628505427062875,Low
T0240,Testing task 240,Testing,Low,9,19,42.7,0.0,0,0,49.1,7.3,0,-42.7,0.12489337910761959,Low
T0241,Testing task 241,Testing,Low,2,15,40.5,0.0,0,0,82.2,6.4,0,-40.5,0.1247805174348007,Low
T0242,Testing task 242,Testing,Medium,9,9,72.4,0.0,5,0,56.3,6.3,0,-72.4,0.15336260891206618,Low
T0243,Presentation task 243,Presentation,Medium,2,19,61.4,0.0,5,2,71.6,2.3,1,-61.4,0.08595863821677899,Low
T0244,Testing task 244,Testing,Low,10,7,71.3,30.0,3,1,57.3,3.6,0,-41.3,0.3093413484475455,Medium
T0245,Documentation task 245,Documentation,Medium,9,1,54.8,88.9,1,1,81.2,5.7,0,34.10000000000001,0.34828314154906537,High
T0246,Research task 246,Research,Medium,2,-2,67.8,100.0,4,0,72.7,3.4,1,32.2,0.2665935388013652,Medium
T0247,Research task 247,Research,Low,11,19,44.5,0.0,0,0,61.0,4.3,1,-44.5,0.1881184606343494,Low
T0248,Testing task 248,Testing,Medium,6,20,100.0,0.0,2,0,49.0,6.1,0,-100.0,0.2587127441674234,Medium
T0249,Presentation task 249,Presentation,Low,12,15,15.8,0.0,1,1,75.4,4.1,2,-15.8,0.28805517673354847,Medium
T0250,Development task 250,Development,Medium,1,0,86.5,100.0,0,0,45.7,5.6,0,13.5,0.20264099384867068,Medium
T0251,Testing task 251,Testing,Low,3,4,89.2,0.0,4,3,78.5,9.0,0,-89.2,0.30794545047473315,Medium
T0252,Design task 252,Design,Medium,7,-2,33.7,100.0,3,3,100.0,4.6,2,66.3,0.4603147092140836,High
T0253,Development task 253,Development,Medium,3,-1,100.0,100.0,1,0,97.0,7.9,0,0.0,0.22808525406611782,Medium
T0254,Documentation task 254,Documentation,Medium,5,3,79.9,40.0,3,3,84.4,6.4,0,-39.900000000000006,0.20764059307347688,Medium
T0255,Testing task 255,Testing,Medium,10,11,79.3,0.0,0,0,68.3,1.3,0,-79.3,0.026889933819538157,Low
T0256,Research task 256,Research,High,3,-1,55.7,100.0,2,0,31.2,2.2,1,44.3,0.36775659146510115,High
T0257,Presentation task 257,Presentation,Medium,10,20,49.6,0.0,3,2,43.6,2.9,0,-49.6,0.25035032805705065,Medium
T0258,Presentation task 258,Presentation,High,2,8,49.8,0.0,2,0,95.7,2.9,0,-49.8,0.03690326883023403,Low
T0259,Development task 259,Development,Low,3,4,64.8,0.0,4,4,54.2,4.8,1,-64.8,0.4033208505033108,High
T0260,Development task 260,Development,Medium,9,9,90.0,0.0,1,0,56.0,6.5,0,-90.0,0.19966197910961395,Low
T0261,Testing task 261,Testing,Low,12,16,59.5,0.0,0,0,66.7,8.1,1,-59.5,0.2203529043698771,Medium
T0262,Documentation task 262,Documentation,Medium,3,5,32.2,0.0,3,3,48.8,5.8,2,-32.2,0.2856632882341001,Medium
T0263,Development task 263,Development,Medium,5,-1,75.6,100.0,5,1,45.5,3.9,2,24.400000000000006,0.4372850615439368,High
T0264,Research task 264,Research,High,13,-1,78.0,100.0,2,2,69.0,0.0,1,22.0,0.29334674278607437,Medium
T0265,Research task 265,Research,Medium,14,17,71.4,0.0,0,0,52.2,5.2,0,-71.4,0.2365771216493547,Medium
T0266,Documentation task 266,Documentation,Medium,9,0,73.6,100.0,5,2,55.2,5.1,0,26.400000000000006,0.4538764195129452,High
T0267,Documentation task 267,Documentation,Low,7,12,48.2,0.0,2,0,54.4,5.5,0,-48.2,0.17653282661818873,Low
T0268,Documentation task 268,Documentation,Low,5,6,31.8,0.0,1,0,80.4,10.0,1,-31.8,0.2476673215506377,Medium
T0269,Research task 269,Research,High,9,15,33.3,0.0,3,2,65.4,8.1,1,-33.3,0.1359206785138232,Low
T0270,Design task 270,Design,Low,9,-1,14.1,100.0,1,0,66.4,7.0,0,85.9,0.5062998792254811,High
T0271,Development task 271,Development,Low,5,18,60.9,0.0,5,1,81.9,2.6,0,-60.9,0.1545916153293103,Low
T0272,Design task 272,Design,High,1,14,52.9,0.0,1,1,67.2,3.7,0,-52.9,0.25092551341570424,Medium
T0273,Development task 273,Development,High,3,8,44.0,0.0,3,1,64.4,4.8,2,-44.0,0.14774716642833946,Low
T0274,Testing task 274,Testing,Medium,14,2,0.0,85.7,3,0,79.4,3.1,2,85.7,0.4259972313399396,High
T0275,Design task 275,Design,Medium,6,20,23.8,0.0,1,1,83.4,6.3,0,-23.8,0.09258172473994264,Low
T0276,Research task 276,Research,High,7,4,83.0,42.9,2,2,67.1,5.9,0,-40.1,0.301832975341971,Medium
T0277,Development task 277,Development,Low,7,9,38.4,0.0,0,0,71.6,2.3,1,-38.4,0.0,Low
T0278,Documentation task 278,Documentation,Medium,11,7,64.0,36.4,3,2,54.4,8.0,0,-27.6,0.3449238921393786,High
T0279,Testing task 279,Testing,Medium,1,3,20.2,0.0,4,4,52.8,5.3,1,-20.2,0.40610290970253715,High
T0280,Design task 280,Design,High,2,7,91.0,0.0,5,0,85.4,0.7,1,-91.0,0.025348325946341715,Low
T0281,Design task 281,Design,High,4,1,51.4,75.0,1,0,78.9,4.9,1,23.6,0.2704804631893711,Medium
T0282,Testing task 282,Testing,Medium,7,-2,62.3,100.0,1,0,79.1,5.7,0,37.7,0.3079450637969746,Medium
T0283,Design task 283,Design,Low,10,4,100.0,60.0,3,3,75.6,7.4,1,-40.0,0.33636208641741,High
T0284,Presentation task 284,Presentation,Medium,7,0,92.9,100.0,4,2,70.9,4.2,2,7.099999999999994,0.23747036217117584,Medium
T0285,Presentation task 285,Presentation,Low,7,7,47.3,0.0,5,0,83.9,7.1,0,-47.3,0.16177463116199545,Low
T0286,Research task 286,Research,High,14,17,40.2,0.0,0,0,88.7,5.5,2,-40.2,0.05072407182211251,Low
T0287,Presentation task 287,Presentation,Low,3,1,46.9,66.7,1,1,88.2,1.7,0,19.800000000000004,0.1610034918835309,Low
T0288,Research task 288,Research,Low,9,-2,67.7,100.0,1,0,68.0,1.5,1,32.3,0.264120250833317,Medium
T0289,Development task 289,Development,Medium,8,0,52.4,100.0,1,0,97.7,7.8,1,47.6,0.3431545026861027,High
T0290,Documentation task 290,Documentation,Medium,7,9,45.1,0.0,2,2,74.6,8.0,0,-45.1,0.30504841986092085,Medium
T0291,Design task 291,Design,High,12,4,91.7,66.7,5,3,82.6,5.8,2,-25.0,0.2239579588215169,Medium
T0292,Design task 292,Design,Low,4,9,52.1,0.0,0,0,75.6,8.7,1,-52.1,0.2780512499559461,Medium
T0293,Research task 293,Research,High,14,-2,100.0,100.0,4,3,74.9,7.6,0,0.0,0.349680249468972,High
T0294,Documentation task 294,Documentation,Low,5,5,57.3,0.0,3,2,55.3,6.7,0,-57.3,0.2791940889258113,Medium
T0295,Research task 295,Research,Low,8,7,99.6,12.5,3,3,84.0,2.7,0,-87.1,0.22436169387035232,Medium
T0296,Development task 296,Development,Medium,8,7,63.9,12.5,4,2,100.0,9.3,0,-51.4,0.26964549344740396,Medium
T0297,Development task 297,Development,Low,12,10,79.1,16.7,0,0,62.5,6.3,0,-62.39999999999999,0.1795508707242232,Low
T0298,Presentation task 298,Presentation,Medium,7,15,36.9,0.0,4,0,71.4,4.0,0,-36.9,0.12500089498541395,Low
T0299,Presentation task 299,Presentation,Low,4,8,33.7,0.0,1,0,61.1,3.3,2,-33.7,0.17798253857661286,Low
T0300,Documentation task 300,Documentation,Low,1,17,66.5,0.0,3,3,60.2,5.6,0,-66.5,0.20246926814764044,Medium
T0301,Documentation task 301,Documentation,Medium,6,10,79.7,0.0,4,0,100.0,0.8,1,-79.7,0.0,Low
T0302,Testing task 302,Testing,Low,12,3,56.0,75.0,3,1,56.5,6.7,1,19.0,0.3151137294015945,Medium
T0303,Development task 303,Development,Medium,1,3,22.8,0.0,1,0,60.5,2.6,0,-22.8,0.1083663058659049,Low
T0304,Research task 304,Research,Medium,13,5,21.0,61.5,2,0,38.3,5.9,0,40.5,0.3517904922024104,High
T0305,Presentation task 305,Presentation,Low,8,11,19.3,0.0,2,1,54.8,3.7,2,-19.3,0.22430084510917528,Medium
T0306,Development task 306,Development,High,2,3,10.8,0.0,0,0,35.8,4.3,2,-10.8,0.24322658005604386,Medium
T0307,Development task 307,Development,Low,5,19,57.7,0.0,4,0,82.6,3.1,1,-57.7,0.02698690318860237,Low
T0308,Research task 308,Research,Medium,8,9,83.1,0.0,0,0,100.0,4.6,0,-83.1,0.06846277147956525,Low
T0309,Design task 309,Design,Low,5,17,54.7,0.0,2,1,62.7,9.7,0,-54.7,0.20106382976877746,Low
T0310,Testing task 310,Testing,High,2,13,0.0,0.0,3,3,36.7,8.5,2,0.0,0.42512623005190336,High
T0311,Development task 311,Development,Medium,10,5,50.2,50.0,0,0,88.0,5.9,0,-0.20000000000000284,0.012585747881833975,Low
T0312,Testing task 312,Testing,Medium,10,3,50.9,70.0,5,0,55.5,4.9,0,19.1,0.244515504927044,Medium
T0313,Design task 313,Design,High,2,15,100.0,0.0,2,0,96.0,7.1,2,-100.0,0.07238336428847773,Low
T0314,Research task 314,Research,Medium,4,5,18.6,0.0,0,0,64.4,7.8,0,-18.6,0.1512236103389102,Low
T0315,Presentation task 315,Presentation,High,4,3,45.2,25.0,3,1,57.4,2.9,1,-20.200000000000003,0.2388130512391291,Medium
T0316,Development task 316,Development,Medium,10,19,97.6,0.0,3,3,66.4,4.8,0,-97.6,0.2837689994299209,Medium
T0317,Development task 317,Development,High,11,9,66.2,18.2,3,1,85.2,0.4,0,-48.0,0.0,Low
T0318,Design task 318,Design,High,11,-1,69.1,100.0,4,3,65.5,7.8,0,30.900000000000006,0.42328030776529885,High
T0319,Testing task 319,Testing,High,14,9,57.9,35.7,2,0,60.1,10.0,0,-22.199999999999996,0.13478107372615988,Low
T0320,Testing task 320,Testing,Low,11,8,63.2,27.3,4,3,66.0,5.2,1,-35.900000000000006,0.180928741686407,Low
T0321,Development task 321,Development,High,5,17,74.4,0.0,2,0,44.6,0.0,0,-74.4,0.08898315880669873,Low
T0322,Presentation task 322,Presentation,High,2,14,34.8,0.0,3,2,77.9,6.5,2,-34.8,0.2919982505113385,Medium
T0323,Presentation task 323,Presentation,Medium,9,2,77.0,77.8,0,0,34.3,2.7,0,0.7999999999999972,0.1938802960357845,Low
T0324,Design task 324,Design,Low,13,1,20.7,92.3,3,0,61.1,3.3,1,71.6,0.4452480074106542,High
T0325,Testing task 325,Testing,High,14,11,63.2,21.4,1,1,85.2,6.6,1,-41.800000000000004,0.23727112412237575,Medium
T0326,Presentation task 326,Presentation,Low,4,-1,59.5,100.0,4,1,76.1,5.6,0,40.5,0.34793048906250157,High
T0327,Development task 327,Development,Medium,4,5,39.6,0.0,4,0,81.8,3.8,0,-39.6,0.03064653364688428,Low
T0328,Research task 328,Research,Medium,1,1,54.4,0.0,5,2,68.7,3.4,1,-54.4,0.19927934974580838,Low
T0329,Research task 329,Research,Low,2,-2,39.4,100.0,5,0,93.4,5.3,0,60.6,0.30543258073369145,Medium
T0330,Documentation task 330,Documentation,Medium,8,19,28.2,0.0,0,0,88.5,4.0,0,-28.2,0.03499172364365403,Low
T0331,Presentation task 331,Presentation,Low,8,0,46.2,100.0,0,0,78.9,2.2,1,53.8,0.3240630101885687,Medium
T0332,Research task 332,Research,Medium,6,-2,27.4,100.0,5,0,88.6,4.2,1,72.6,0.41497636228962054,High
T0333,Testing task 333,Testing,High,5,19,63.1,0.0,2,1,85.0,5.8,0,-63.1,0.32940306856140544,Medium
T0334,Development task 334,Development,Medium,12,2,26.2,83.3,0,0,61.2,4.6,2,57.099999999999994,0.32309355345808294,Medium
T0335,Design task 335,Design,Medium,7,16,72.8,0.0,1,0,43.1,1.5,0,-72.8,0.10159506395841089,Low
T0336,Testing task 336,Testing,Low,12,-2,25.5,100.0,5,2,78.4,7.5,0,74.5,0.47113006110648037,High
T0337,Presentation task 337,Presentation,High,14,1,40.8,92.9,2,2,80.9,0.0,0,52.10000000000001,0.3649440395348359,High
T0338,Design task 338,Design,High,5,0,39.4,100.0,0,0,91.8,3.9,0,60.6,0.31554534089424074,Medium
T0339,Research task 339,Research,Low,3,14,88.1,0.0,4,0,51.3,3.4,2,-88.1,0.19962733464499022,Low
T0340,Development task 340,Development,Medium,14,12,63.3,14.3,1,0,51.9,5.4,0,-49.0,0.13066667303910395,Low
T0341,Design task 341,Design,Medium,9,8,49.7,11.1,2,0,79.2,6.4,0,-38.6,0.11763401999719203,Low
T0342,Documentation task 342,Documentation,Medium,5,3,67.5,40.0,0,0,68.6,7.8,0,-27.5,0.162584101876389,Low
T0343,Testing task 343,Testing,Medium,9,0,2.3,100.0,3,1,32.3,3.2,0,97.7,0.5214474127971396,High
T0344,Research task 344,Research,Medium,8,11,53.9,0.0,2,0,77.5,6.5,2,-53.9,0.13197821474367796,Low
T0345,Development task 345,Development,Medium,13,3,100.0,76.9,5,0,33.0,5.5,1,-23.099999999999994,0.2005698309124758,Low
T0346,Documentation task 346,Documentation,Low,4,11,58.3,0.0,2,0,51.1,0.7,1,-58.3,0.10420796083698589,Low
T0347,Development task 347,Development,Medium,14,13,56.7,7.1,1,1,97.0,9.8,0,-49.6,0.2794473643612413,Medium
T0348,Testing task 348,Testing,High,14,17,68.7,0.0,0,0,100.0,1.4,1,-68.7,0.02593684118111521,Low
T0349,Design task 349,Design,Low,3,9,77.4,0.0,1,0,45.7,6.0,1,-77.4,0.1755078534675993,Low
T0350,Design task 350,Design,Medium,3,-2,5.1,100.0,2,2,63.4,6.0,2,94.9,0.6276760087423139,High
T0351,Research task 351,Research,Low,8,4,12.9,50.0,0,0,70.9,5.7,0,37.1,0.2959867258628176,Medium
T0352,Research task 352,Research,High,1,17,60.3,0.0,2,2,100.0,3.8,1,-60.3,0.17220510564249794,Low
T0353,Research task 353,Research,Medium,5,10,37.1,0.0,5,2,60.1,7.1,1,-37.1,0.2870394952448221,Medium
T0354,Testing task 354,Testing,Medium,7,12,87.8,0.0,4,1,60.5,1.1,0,-87.8,0.1815719973927098,Low
T0355,Research task 355,Research,Low,14,8,47.1,42.9,3,3,100.0,4.8,1,-4.200000000000003,0.22927091533201643,Medium
T0356,Testing task 356,Testing,Medium,14,1,6.6,92.9,5,5,62.5,3.6,1,86.30000000000001,0.5844677692950389,High
T0357,Presentation task 357,Presentation,High,3,18,23.3,0.0,4,0,84.4,3.3,0,-23.3,0.07206506934568507,Low
T0358,Documentation task 358,Documentation,Medium,13,15,0.0,0.0,3,3,40.5,6.1,0,0.0,0.34818509990093194,High
T0359,Testing task 359,Testing,Medium,2,20,49.1,0.0,5,5,66.6,7.7,3,-49.1,0.36649066660433066,High
T0360,Research task 360,Research,Medium,11,17,50.3,0.0,0,0,36.8,4.1,0,-50.3,0.1280980795310338,Low
T0361,Development task 361,Development,Medium,12,4,44.4,66.7,4,0,48.9,7.0,1,22.300000000000004,0.31454327720153735,Medium
T0362,Presentation task 362,Presentation,Medium,13,3,82.0,76.9,1,0,86.8,5.1,0,-5.099999999999994,0.14117891373470975,Low
T0363,Development task 363,Development,Medium,4,3,85.0,25.0,4,3,69.0,2.8,1,-60.0,0.22785218465030882,Medium
T0364,Documentation task 364,Documentation,Low,13,19,50.7,0.0,5,0,63.6,4.4,0,-50.7,0.0378966917369655,Low
T0365,Documentation task 365,Documentation,Medium,2,10,1.6,0.0,2,1,55.0,4.3,1,-1.6,0.23815224260230594,Medium
T0366,Design task 366,Design,High,8,8,70.4,0.0,0,0,65.6,3.3,0,-70.4,0.06273364032793118,Low
T0367,Research task 367,Research,High,7,20,68.9,0.0,2,0,76.0,6.1,1,-68.9,0.15488372043518212,Low
T0368,Research task 368,Research,High,5,11,62.7,0.0,2,2,89.7,5.6,0,-62.7,0.24034119491728517,Medium
T0369,Design task 369,Design,Medium,1,18,79.5,0.0,5,1,17.5,1.0,1,-79.5,0.0943026286478667,Low
T0370,Design task 370,Design,Low,11,20,25.9,0.0,5,0,53.4,0.9,0,-25.9,0.08745408422057865,Low
T0371,Testing task 371,Testing,Medium,5,-1,100.0,100.0,3,0,73.2,6.1,0,0.0,0.21742662626872275,Medium
T0372,Testing task 372,Testing,High,10,6,31.0,40.0,5,1,68.0,3.0,0,9.0,0.18969095409885767,Low
T0373,Development task 373,Development,Medium,6,14,73.7,0.0,2,1,78.1,5.8,0,-73.7,0.1923849542214823,Low
T0374,Documentation task 374,Documentation,Medium,6,16,12.8,0.0,2,0,75.4,7.0,0,-12.8,0.04304069780252048,Low
T0375,Documentation task 375,Documentation,Medium,13,1,31.7,92.3,5,4,63.9,1.8,1,60.599999999999994,0.5471040531093319,High
T0376,Documentation task 376,Documentation,High,2,5,92.9,0.0,4,3,59.5,1.5,2,-92.9,0.25713446671046236,Medium
T0377,Presentation task 377,Presentation,High,11,10,48.5,9.1,3,1,65.1,9.2,0,-39.4,0.18018403353147613,Low
T0378,Development task 378,Development,High,11,16,76.0,0.0,2,2,93.0,5.9,0,-76.0,0.19294518132541966,Low
T0379,Documentation task 379,Documentation,Medium,6,0,60.9,100.0,4,3,55.4,4.0,1,39.1,0.4619778771313927,High
T0380,Development task 380,Development,Low,4,11,52.4,0.0,4,3,68.7,2.7,0,-52.4,0.24143920966491278,Medium
T0381,Design task 381,Design,Medium,1,4,89.1,0.0,2,0,73.7,3.7,0,-89.1,0.08055185718261493,Low
T0382,Research task 382,Research,Medium,14,2,49.1,85.7,0,0,100.0,2.0,0,36.6,0.22937627036895375,Medium
T0383,Research task 383,Research,High,14,9,10.5,35.7,0,0,64.0,7.2,2,25.200000000000003,0.19389499187832443,Low
T0384,Presentation task 384,Presentation,Medium,4,7,34.9,0.0,0,0,89.2,3.1,1,-34.9,0.02724371611197729,Low
T0385,Design task 385,Design,Medium,1,12,68.8,0.0,2,2,94.6,7.7,0,-68.8,0.15371513284122923,Low
T0386,Presentation task 386,Presentation,Medium,2,5,64.9,0.0,3,2,68.7,4.0,0,-64.9,0.16207974285651533,Low
T0387,Documentation task 387,Documentation,Medium,1,16,15.8,0.0,4,4,65.8,2.4,1,-15.8,0.3393705258938715,High
T0388,Development task 388,Development,Medium,12,-1,36.9,100.0,1,0,63.4,3.9,0,63.1,0.4971401117292701,High
T0389,Presentation task 389,Presentation,Low,13,17,40.5,0.0,4,3,64.9,0.0,0,-40.5,0.18437952341152214,Low
T0390,Presentation task 390,Presentation,High,3,-2,45.9,100.0,3,1,87.1,4.7,3,54.1,0.41727853963657224,High
T0391,Presentation task 391,Presentation,Medium,11,14,20.6,0.0,0,0,74.6,4.6,0,-20.6,0.09601800495745283,Low
T0392,Development task 392,Development,Medium,3,5,39.3,0.0,2,0,74.7,7.1,1,-39.3,0.18478366120831777,Low
T0393,Design task 393,Design,Low,6,6,36.8,0.0,1,0,47.5,0.3,2,-36.8,0.03843429075137922,Low
T0394,Research task 394,Research,Medium,9,-2,74.3,100.0,5,5,50.7,7.9,2,25.700000000000003,0.5237750412009398,High
T0395,Presentation task 395,Presentation,Medium,11,14,75.2,0.0,5,4,100.0,7.1,1,-75.2,0.32824465372251244,Medium
T0396,Presentation task 396,Presentation,High,13,1,51.4,92.3,4,1,66.4,8.1,1,40.9,0.35943116320024854,High
T0397,Testing task 397,Testing,Low,1,13,45.2,0.0,3,2,54.5,4.9,0,-45.2,0.20429875503692288,Medium
T0398,Research task 398,Research,High,3,14,58.5,0.0,2,0,98.6,7.5,3,-58.5,0.16525968279907202,Low
T0399,Documentation task 399,Documentation,Medium,4,17,34.6,0.0,1,0,75.6,1.3,0,-34.6,0.07025711297523547,Low
T0400,Design task 400,Design,Low,5,14,26.3,0.0,4,2,81.6,6.8,0,-26.3,0.1783497976900264,Low
T0401,Testing task 401,Testing,Low,14,4,31.5,71.4,0,0,67.2,3.1,2,39.900000000000006,0.2825315524959311,Medium
T0402,Testing task 402,Testing,Low,11,14,39.1,0.0,1,1,63.6,0.9,0,-39.1,0.198496976686972,Low
T0403,Research task 403,Research,High,5,16,25.9,0.0,0,0,66.6,2.2,1,-25.9,0.19783925785484904,Low
T0404,Research task 404,Research,Low,14,5,59.1,64.3,2,2,42.3,5.0,0,5.199999999999996,0.30677111436159427,Medium
T0405,Research task 405,Research,Medium,7,0,73.2,100.0,1,1,68.2,2.9,2,26.799999999999997,0.36626846756630516,High
T0406,Presentation task 406,Presentation,Medium,8,18,15.3,0.0,1,0,75.9,5.9,0,-15.3,0.20102261729897555,Low
T0407,Presentation task 407,Presentation,High,7,1,55.6,85.7,2,2,100.0,0.5,2,30.1,0.2920583737517619,Medium
T0408,Development task 408,Development,Medium,3,11,49.5,0.0,5,2,71.7,0.0,1,-49.5,0.05956568169522429,Low
T0409,Development task 409,Development,High,14,3,63.5,78.6,3,3,23.3,8.4,2,15.099999999999994,0.5097457821162815,High
T0410,Development task 410,Development,Low,1,0,54.7,100.0,4,0,68.1,7.3,1,45.3,0.4363754179210624,High
T0411,Development task 411,Development,High,3,15,18.7,0.0,5,0,100.0,2.4,0,-18.7,0.054052356759984266,Low
T0412,Testing task 412,Testing,Low,4,1,23.4,75.0,5,0,87.3,5.0,0,51.6,0.3097992171226377,Medium
T0413,Development task 413,Development,Low,4,13,55.7,0.0,2,2,53.8,7.5,1,-55.7,0.25938033134325805,Medium
T0414,Testing task 414,Testing,High,2,13,80.7,0.0,5,0,81.8,6.0,0,-80.7,0.11438153773658134,Low
T0415,Development task 415,Development,Low,1,-1,0.0,100.0,5,5,55.2,5.4,1,100.0,0.8031910796491502,High
T0416,Testing task 416,Testing,Low,10,1,63.6,90.0,5,4,42.9,7.7,2,26.4,0.4385108125897056,High
T0417,Presentation task 417,Presentation,Medium,14,16,84.7,0.0,2,0,63.0,3.2,0,-84.7,0.09126264130983644,Low
T0418,Design task 418,Design,Medium,2,9,51.2,0.0,1,1,71.8,5.1,1,-51.2,0.21609243005874862,Medium
T0419,Research task 419,Research,Low,5,0,68.8,100.0,3,0,32.6,5.0,0,31.200000000000003,0.30041477146811274,Medium
T0420,Testing task 420,Testing,Medium,8,20,37.4,0.0,5,0,47.0,4.3,3,-37.4,0.2063961502259503,Medium
T0421,Research task 421,Research,High,13,4,52.0,69.2,5,3,70.2,4.0,2,17.200000000000003,0.33039859539613375,Medium
T0422,Design task 422,Design,High,10,-2,14.5,100.0,3,1,61.8,5.2,2,85.5,0.6095246785730052,High
T0423,Documentation task 423,Documentation,Low,11,19,0.0,0.0,0,0,77.9,5.1,0,0.0,0.060809511819243746,Low
T0424,Development task 424,Development,Medium,9,-2,78.6,100.0,2,0,45.7,2.4,0,21.400000000000006,0.18005081528331585,Low
T0425,Testing task 425,Testing,High,6,10,30.4,0.0,4,0,84.3,7.0,0,-30.4,0.1416694218265364,Low
T0426,Documentation task 426,Documentation,Low,3,20,43.6,0.0,3,2,46.3,2.6,0,-43.6,0.1942540479258674,Low
T0427,Research task 427,Research,Low,13,11,20.3,15.4,2,0,100.0,4.5,0,-4.9,0.1594156189843393,Low
T0428,Development task 428,Development,Low,12,11,19.8,8.3,2,0,35.7,4.3,1,-11.5,0.271842151467414,Medium
T0429,Research task 429,Research,Medium,1,6,50.7,0.0,0,0,48.1,5.9,0,-50.7,0.265884489719802,Medium
T0430,Development task 430,Development,Low,11,0,36.8,100.0,1,1,78.3,0.0,0,63.2,0.35674445494826434,High
T0431,Design task 431,Design,Medium,2,11,64.4,0.0,4,2,100.0,7.2,0,-64.4,0.21646845433710468,Medium
T0432,Presentation task 432,Presentation,High,11,18,66.3,0.0,1,1,76.3,3.3,1,-66.3,0.24526429252924087,Medium
T0433,Design task 433,Design,Low,12,0,63.0,100.0,5,1,81.3,8.0,0,37.0,0.39880104501055347,High
T0434,Design task 434,Design,Medium,2,18,61.0,0.0,0,0,70.4,3.8,1,-61.0,0.10034676945697373,Low
T0435,Research task 435,Research,Low,7,7,94.4,0.0,3,2,49.5,4.9,0,-94.4,0.31320824514826634,Medium
T0436,Research task 436,Research,Low,2,10,28.3,0.0,2,2,60.2,9.8,1,-28.3,0.3567237493183262,High
T0437,Design task 437,Design,High,8,1,53.6,87.5,4,1,45.8,4.3,3,33.9,0.400855306246772,High
T0438,Design task 438,Design,Medium,13,12,83.3,7.7,5,1,44.4,8.1,2,-75.6,0.19467499407780944,Low
T0439,Documentation task 439,Documentation,High,2,2,86.6,0.0,3,2,78.0,5.1,1,-86.6,0.28840491514531613,Medium
T0440,Presentation task 440,Presentation,Medium,6,4,19.5,33.3,3,2,47.5,6.0,1,13.799999999999997,0.3306960809880461,Medium
T0441,Presentation task 441,Presentation,Low,14,14,47.2,0.0,4,0,76.4,5.2,0,-47.2,0.13663894310502625,Low
T0442,Presentation task 442,Presentation,Medium,5,-1,89.0,100.0,3,2,44.0,7.1,0,11.0,0.40075568499023095,High
T0443,Presentation task 443,Presentation,Low,2,8,67.7,0.0,1,0,75.9,3.3,1,-67.7,0.11136349549985519,Low
T0444,Development task 444,Development,High,7,11,59.9,0.0,2,1,60.2,2.5,0,-59.9,0.16158098804333249,Low
T0445,Development task 445,Development,Medium,8,1,49.6,87.5,1,1,98.1,3.4,0,37.9,0.3658299867330227,High
T0446,Testing task 446,Testing,Medium,10,4,45.4,60.0,2,1,76.5,5.2,1,14.600000000000001,0.24773870648908,Medium
T0447,Design task 447,Design,Medium,5,5,62.2,0.0,3,3,94.7,4.4,1,-62.2,0.1678567956940175,Low
T0448,Testing task 448,Testing,Medium,14,13,48.7,7.1,1,0,54.9,6.8,0,-41.6,0.19809778031869668,Low
T0449,Presentation task 449,Presentation,High,8,20,53.9,0.0,1,1,71.1,8.3,1,-53.9,0.24406639042108477,Medium
T0450,Design task 450,Design,Low,5,17,57.0,0.0,4,4,50.4,2.6,2,-57.0,0.24052024119922638,Medium
T0451,Documentation task 451,Documentation,Low,14,2,38.0,85.7,2,2,61.7,3.2,0,47.7,0.3846211666262034,High
